rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, soc_sec_id
rec-64-org, , mcgirr, 8, gungurra crescent, nairn lodge, tweed heads south, 2263, nsw, 19600728, 9204384
rec-99-org, katelyn, fenwick, 196, symers street, hillside farm, greensborough, 2358, vic, 19240726, 2085319
rec-24-org, kyle, kooyman, 243, brownsmith crescent, pacific terraces, oakhurst, 2612, vic, 19640729, 6046742
rec-82-org, lachlan, campbell, 647, , halls head retirement village, hyams beach, 2086, nsw, 19470629, 4859164
rec-67-org, thomas, lomman, 10, musson close, brookfields, toowoomba, 2145, vic, 19300423, 3507335
rec-7-org, joshua, novak, 68, banksia street, vincent vale, blakehurst, 4301, nsw, 19630505, 1393160
rec-1-org, ben, havelberg, 38, ashby circuit, victoria mill estate, kelmscott, 2134, vic, 19300130, 2333151
rec-81-org, riley, lusted, , delamere street, boxwood vale, orange, 4570, vic, 19270326, 5053906
rec-74-org, jasper, green, , burnie street, peninsula retrmt vlge, mount riverview, 2011, nsw, 19041003, 2714101
rec-43-org, benjamin, jolly, 6, meredith circuit, moonah, buccarumbi, 5114, sa, 19250803, 6736139
rec-52-org, luke, wiseman, 13, dalley crescent, congreave court, warrandyte, 3032, vic, 19150321, 6906130
rec-59-org, emiily, nelsen, 59, bootle place, kojonolokan hills, charlestown, 2640, qld, 19060604, 7548950
rec-94-org, aidan, leblond, 323, wattle street, oakdene, maryborough, 4119, sa, 19821222, 3989930
rec-0-org, shane, clarke, , fernyhough crescent, little springhurst, parkdale, 3802, vic, 19960222, 2529497
rec-31-org, alexandra, basedow, 12, birdwood street, ormerod cottage, crestmead, 3214, nsw, 19711011, 7710064
rec-37-org, matisse, green, 19, cussen street, wiluna, blackmans bay, 2350, qld, , 3005738
rec-5-org, shelby, berryman, 5, marqua place, ponderossa, clarkson, 3723, vic, 19750726, 1183451
rec-47-org, cooper, morrison, 1, belconnen way, , robertson, 4170, nsw, 19681028, 3945894
rec-26-org, hannah, browne, 8, melbourne building, minalinka, toorak, 3160, vic, 19621209, 4009827
rec-33-org, sarah, switalski, 936, atherton street, hopkins view, mackay north, 4350, nsw, 19380816, 6527050
rec-12-org, rebecca, rumbal, 64, onkaparinga crescent, tregona, bittern, 4313, nsw, 19570104, 6364602
rec-28-org, maddison, bowron, 81, stokes street, rowethorpe court units, devonport, 6333, sa, 19501002, 3051975
rec-21-org, dante, grindley, 14, darley place, nyora, kogarah, 3019, sa, 19541116, 9282671
rec-86-org, seanna, hoffman, 64, hodges street, , toowoomba, 2087, nsw, 19680701, 1342100
rec-23-org, thomas, van der hoek, 35, henry street, henry kendall hostel, bonnyrigg, 4670, nsw, 19741226, 9881223
rec-96-org, adele, white, 77, hazlitt glade, eight mile, concord, 5075, nsw, 19590112, 4872131
rec-16-org, keely, green, 612, sprent street, tylden park, wilston, 3186, wa, 19960914, 4123744
rec-10-org, harry, block, 37, alexandra street, kilvinton village, wantirna, 5171, nsw, 19631208, 6039204
rec-68-dup-0, india, wedmaier, 18, boas place, telopea park, lutwyche, 2388, nsw, 19980107, 7369051
rec-41-org, hayley, ciardullo, 13, lee-steere crescent, eden park, banks, 3264, vic, 19031205, 6674813
rec-27-dup-0, samuel, yelds, 250, meilene retirement, alawa street, mooloolaba, 2194, qld, , 7715828
rec-48-org, aidan, hunting, 9, de chair street, , brighton, 4170, wa, 19571118, 9483367
rec-61-org, mia, boxhall, 8, mewton place, hamilton central, mount eliza, 2546, vic, 19560411, 6136128
rec-95-org, karlee, hand, 88, rowley place, downland stud, , 2101, vic, 19230927, 5367332
rec-75-org, madeleine, dinon, 367, roope close, the stables, strahan, 3882, qld, 19441230, 2380765
rec-82-dup-0, lachlan, campbell, 647, , , hyams beach, 2086, nsw, 19470629, 4859164
rec-59-dup-0, emiilvy, nelsdn, 59, bootel place, kojonolokan hills, charlestown, 2640, qld, 19060604, 7548950
rec-39-dup-0, shan non, haar, 8, eaves street, coorragin, strathalbyn, 2757, sa, 19210109, 7897116
rec-66-org, corey, aldous, 16, richmond street, ferngully, glengowrie, 2121, nsw, 19730318, 4769389
rec-4-org, konstantinos, siviour, 18, glossop crescent, phillip lodge, bunyip, 2720, nsw, 19380726, 2535979
rec-25-org, travis, pascoe, 8, currong street, cremona stud, applecross, 3442, nsw, 19570614, 7611406
rec-29-org, chloe, manzie, 54, boniwell street, west road, bundaberg, 2093, qld, 19780320, 9601503
rec-14-org, zachariah, teague, 107, , , kingsthorpe, 4220, nsw, 19800810, 2281462
rec-99-dup-0, katelny, fenwcik, 196, symersxstreet, hillside farm, greensborough, 2358, vic, 19240726, 2085319
rec-44-org, isabella, bitmead, , tewksbury circuit, westminster village, hoppers crossing, 2076, vic, 19050804, 1472239
rec-13-org, hugo, van galen, 5, , ramano estate locn 1, mckinnon, 2506, act, 19011224, 9694935
rec-54-org, anneliese, dixon, 28, dobinson place, llangollen, naremburn, 2906, nsw, 19520515, 2943220
rec-55-org, samantha, pongsupath, 22, george street, clifton vale, applecross, 2200, qld, 19360917, 1075628
rec-8-org, chloe, scheerlinck, 28, goldstein crescent, greglea village, margaret river, 2084, wa, 19670328, 3749730
rec-73-org, jackson, monteleone, 2, walu street, huongold, chandlers hill, 2733, vic, 19350127, 9516156
rec-68-org, india, wedmaier, 14, boas place, telopea park, lutwyche, 2388, nsw, 19980107, 7369051
rec-32-org, mitchell, binns, 368, reynolds street, ohio station, toowoomba, 4280, vic, 19040821, 3468811
rec-39-org, shannon, haar, 8, eaves street, coorrabin, strathalbyn, 2747, sa, 19210109, 7897116
